"","Row.names","Endemic","Ecrins NP","Summits","Persistent","Under Ice","Plat de la Selle","Barre des Ecrins","La Meije","Sirac","Rouies","Olan","Pelvoux","Occidentale Ailefroide","Brevoort","Burlan","Rocher de la Selle","Choisy","Muraillette","Rateau","Lauvitel"
"704","Knautia_dipsacifolia","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"705","Knautia_NA","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"706","Kobresia_curvula","0",1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
"707","Kobresia_myosuroides","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"708","Koeleria_cenisia","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"709","Koeleria_pyramidata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"710","Koeleria_vallesiana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"711","Laburnum_alpinum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"712","Laburnum_anagyroides","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"713","Lactuca_alpina","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"714","Lactuca_muralis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"715","Lactuca_perennis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"716","Lactuca_serriola","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"717","Lamium_amplexicaule","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"718","Lamium_garganicum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"719","Lamium_maculatum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"720","Lamium_purpureum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"721","Lappula_squarrosa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"722","Lapsana_communis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"723","Larix_decidua","0",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"724","Laserpitium_gallicum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"725","Laserpitium_halleri","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"726","Laserpitium_latifolium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"727","Laserpitium_siler","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"728","Lathyrus_latifolius","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"729","Lathyrus_linifolius","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"730","Lathyrus_ochraceus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"731","Lathyrus_pratensis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"732","Lathyrus_sphaericus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"733","Lathyrus_sylvestris","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"734","Lathyrus_vernus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"735","Lavandula_angustifolia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"736","Leontodon_autumnalis","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"737","Leontodon_crispus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"738","Leontodon_hirtus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"739","Leontodon_hispidus","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"740","Leontodon_NA","1",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"741","Leontodon_pyrenaicus","0",1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0
"742","Leontopodium_brachyactis","0",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"743","Leontopodium_NA","0",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"744","Lerouxia_nemorum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"745","Leucanthemopsis_alpina","0",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"746","Leucanthemum_adustum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"747","Leucanthemum_atratum","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"748","Leucanthemum_NA","1",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"749","Leucanthemum_pallens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750","Leucanthemum_vulgare","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"751","Ligustrum_vulgare","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"752","Lilium_bulbiferum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"753","Lilium_martagon","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"754","Limodorum_rubrum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"755","Linaria_alpina","0",1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"756","Linaria_angustissima","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"757","Linaria_repens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758","Linaria_simplex","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"759","Linum_alpinum","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"760","Linum_catharticum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"761","Linum_suffruticosum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"762","Linum_tenuifolium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763","Listera_nidus_avis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"764","Listera_ovata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"765","Lithospermum_officinale","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"766","Lloydia_serotina","0",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"767","Lolium_perenne","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"768","Lomelosia_graminifolia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"769","Lonicera_caerulea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"770","Lonicera_etrusca","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"771","Lonicera_nigra","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"772","Lonicera_webbiana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"773","Lonicera_xylosteum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"774","Loroglossum_anthropophorum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"775","Lotus_alpinus","0",1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1
"776","Lotus_corniculatus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"777","Lotus_delortii","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"778","Lunaria_annua","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"779","Lunaria_rediviva","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"780","Luzula_alpinopilosa","0",1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1
"781","Luzula_campestris","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"782","Luzula_lutea","0",1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1
"783","Luzula_luzulina","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"784","Luzula_maxima","0",1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"785","Luzula_multiflora","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"786","Luzula_nivea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"787","Luzula_nutans","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"788","Luzula_spicata","0",1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1
"789","Luzula_sudetica","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"790","Luzula_sylvatica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"791","Lycopus_europaeus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"792","Lysimachia_arvensis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"793","Lysimachia_vulgaris","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"794","Lythrum_salicaria","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"795","Macrosyringion_glutinosum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"796","Maianthemum_bifolium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"797","Malus_domestica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"798","Malus_sylvestris","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"799","Malva_alcea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"800","Malva_moschata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"801","Matricaria_matricarioides","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"802","Medicago_lupulina","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"803","Medicago_minima","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"804","Medicago_sativa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"805","Melampyrum_NA","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"806","Melampyrum_sylvaticum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"807","Melica_ciliata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"808","Melica_nutans","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"809","Melica_uniflora","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"810","Melilotus_albus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"811","Melilotus_officinalis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"812","Melittis_melissophyllum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813","Mentha_aquatica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"814","Mentha_arvensis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"815","Mentha_longifolia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"816","Merendera_verna","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"817","Meum_athamanticum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"818","Micranthes_stellaris","0",1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"819","Microthlaspi_perfoliatum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"820","Milium_effusum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"821","Minuartia_laricifolia","0",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"822","Minuartia_oreina","0",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"823","Minuartia_rostrata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"824","Minuartia_rupestris","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"825","Minuartia_sedoides","0",1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1
"826","Minuartia_verna","0",1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1
"827","Minuartia_villarii","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"828","Moehringia_muscosa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"829","Moehringia_trinervia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"830","Molinia_caerulea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"831","Moneses_uniflora","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"832","Monotropa_hypopitys","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"833","Murbeckiella_pinnatifida","0",1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1
"834","Muscari_comosum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"835","Muscari_neglectum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"836","Mutellina_adonidifolia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"837","Myosotis_alpestris","0",1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1
"838","Myosotis_arvensis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"839","Myosotis_corsicana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"840","Myosotis_decumbens","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"841","Myosotis_NA","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"842","Myosotis_ramosissima","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"843","Myosotis_stricta","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"844","Myricaria_germanica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"845","Narcissus_poeticus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"846","Nardus_stricta","0",1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"847","Nasturtium_officinale","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"848","Neotinea_ustulata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"849","Nepeta_nuda","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"850","Noccaea_caerulescens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"851","Noccaea_rotundifolia","1",1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"852","Odontites_NA","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"853","Omalotheca_NA","0",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"854","Onobrychis_saxatilis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"855","Onobrychis_viciifolia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"856","Ononis_arvensis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"857","Ononis_cristata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"858","Ononis_fruticosa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"859","Ononis_natrix","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"860","Ononis_pusilla","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"861","Ononis_rotundifolia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"862","Ophioglossum_vulgatum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"863","Ophrys_fuciflora","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"864","Ophrys_insectifera","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"865","Ophrys_sphegodes","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"866","Orchis_mascula","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"867","Orchis_militaris","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"868","Orchis_purpurea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"869","Orchites_globosa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"870","Oreoselinum_nigrum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"871","Origanum_vulgare","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"872","Orlaya_grandiflora","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"873","Ornithogalum_umbellatum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"874","Orobanche_caryophyllacea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"875","Orobanche_laserpitii","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"876","Orobanche_major","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"877","Orobanche_NA","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"878","Orobanche_purpurea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"879","Orobanche_teucrii","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"880","Orthantha_lutea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"881","Orthilia_secunda","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882","Oxalis_acetosella","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"883","Oxalis_fontana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"884","Oxyria_digyna","0",1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1
"885","Oxytropis_campestris","1",1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"886","Oxytropis_fetida","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"887","Oxytropis_helvetica","1",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"888","Oxytropis_jacquini","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"889","Oxytropis_lapponica","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"890","Oxytropis_NA","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"891","Oxytropis_pilosa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"892","Pachypleurum_NA","0",1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
"893","Padus_avium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"894","Paeonia_officinalis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"895","Papaver_alpinum","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"896","Papaver_aurantiacum","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"897","Papaver_dubium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"898","Parageum_montanum","0",1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1
"899","Paris_quadrifolia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900","Parnassia_palustris","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"901","Paronychia_kapela","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"902","Paronychia_polygonifolia","0",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"903","Pastinaca_sativa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"904","Patzkea_paniculata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"905","Pedicularis_comosa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"906","Pedicularis_foliosa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"907","Pedicularis_gyroflexa","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"908","Pedicularis_kerneri","0",1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0
"909","Pedicularis_NA","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"910","Pedicularis_rostratospicata","1",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"911","Pedicularis_tuberosa","0",1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"912","Pedicularis_verticillata","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"913","Persicaria_amphibia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"914","Persicaria_lapathifolia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"915","Persicaria_maculosa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"916","Persicaria_mitis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"917","Petasites_albus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"918","Petasites_hybridus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"919","Petasites_paradoxus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"920","Petrorhagia_prolifera","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"921","Petrorhagia_saxifraga","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"922","Phaca_hypoglottis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"923","Phegopteris_connectilis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"924","Phleum_alpinum","0",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"925","Phleum_phleoides","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"926","Phleum_pratense","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"927","Phragmites_australis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"928","Phyteuma_michelii","1",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"929","Phyteuma_ovatum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"930","Phyteuma_scheuchzeri","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"931","Phyteuma_scorzonerifolium","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"932","Phyteuma_spicatum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"933","Picea_abies","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"934","Picris_hieracioides","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"935","Pilosella_peleteriana","0",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"936","Pimpinella_major","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"937","Pimpinella_saxifraga","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"938","Pinguicula_alpina","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"939","Pinguicula_vulgaris","0",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"940","Pinus_mugo","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"941","Pinus_nigra","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
